shopid,username_toko,lokasi_toko,itemid,produk,stok,terjual,histori_terjual,brand,jml_like,harga,harga_min,harga_max,harga_min_sebelum_disc,harga_max_sebelum_disc,diskon,url_produk
16545975,craft_loverz,KAB. TABANAN,7882810332,10pcs LITTLE VINCA MOTIF RESIN Ukuran Mini Bahan Hias Tasbih Blink Nail Art Kuku Palsu Handmade DIY,19,0,13,Tidak Ada Merek,0,6000.0,6000.0,6000.0,0,0,,https://shopee.co.id/10pcs-LITTLE-VINCA-MOTIF-RESIN-Ukuran-Mini-Bahan-Hias-Tasbih-Blink-Nail-Art-Kuku-Palsu-Handmade-DIY-i.16545975.7882810332
16545975,craft_loverz,KAB. TABANAN,6794176525,10pcs GERANIUM FLOWER PEARL Bahan Hias Tasbih Blink Bahan Craft Handmade DIY,11,1,7,,0,6500.0,6500.0,6500.0,0,0,,https://shopee.co.id/10pcs-GERANIUM-FLOWER-PEARL-Bahan-Hias-Tasbih-Blink-Bahan-Craft-Handmade-DIY-i.16545975.6794176525
48068690,nyawacell,KAB. JEMBRANA,10438767235,SK-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital / Finger Counter Import Murah,375,0,24,,1,7500.0,7500.0,7500.0,0,0,,https://shopee.co.id/SK-C205-Tasbih-Digital-Mini-Tally-Counter-Alat-Hitung-Tasbeh-Digital---Finger-Counter-Import-Murah-i.48068690.10438767235
16545975,craft_loverz,KAB. TABANAN,13135147374,10pcs LITTLE BLINK FLOWER Ukuran Mini Bahan Hias Tasbih Digital Nail Art Handmade DIY,10,1,29,,0,7500.0,7500.0,7500.0,0,0,,https://shopee.co.id/10pcs-LITTLE-BLINK-FLOWER-Ukuran-Mini-Bahan-Hias-Tasbih-Digital-Nail-Art-Handmade-DIY-i.16545975.13135147374
117334542,265521.,KAB. GIANYAR,11339846438,Kalung Genitri Hitam/Kalung Rudraksha Hitam/Kalung Jenitri/Rudraksha/Rudraksa/Tasbih,199984,1,16,,14,30000.0,30000.0,30000.0,0,0,,https://shopee.co.id/Kalung-Genitri-Hitam-Kalung-Rudraksha-Hitam-Kalung-Jenitri-Rudraksha-Rudraksa-Tasbih-i.117334542.11339846438
16545975,craft_loverz,KAB. TABANAN,7043781522,20pcs PASTEL HEPATICA RESIN Resin Bunga Craft Bahan Hias Tasbih Digital Handmade,17,1,18,Tidak Ada Merek,3,12500.0,12500.0,12500.0,0,0,,https://shopee.co.id/20pcs-PASTEL-HEPATICA-RESIN-Resin-Bunga-Craft-Bahan-Hias-Tasbih-Digital-Handmade-i.16545975.7043781522
16545975,craft_loverz,KAB. TABANAN,6582810617,10pcs LITTLE COLOUR ORCHID RESIN Ukuran Mini Bahan Hias Tasbih Blink Nail Art Kuku Palsu Handmade,4,1,17,Tidak Ada Merek,2,6000.0,6000.0,6000.0,0,0,,https://shopee.co.id/10pcs-LITTLE-COLOUR-ORCHID-RESIN-Ukuran-Mini-Bahan-Hias-Tasbih-Blink-Nail-Art-Kuku-Palsu-Handmade-i.16545975.6582810617
16545975,craft_loverz,KAB. TABANAN,4287963550,10pcs I LOVE U RESIN Bahan Tasbih Hias Scrapbook Case Blink Handmade DIY,7,0,13,Tidak Ada Merek,3,12500.0,12500.0,12500.0,0,0,,https://shopee.co.id/10pcs-I-LOVE-U-RESIN-Bahan-Tasbih-Hias-Scrapbook-Case-Blink-Handmade-DIY-i.16545975.4287963550
16545975,craft_loverz,KAB. TABANAN,10575290050,CIRCLE STARRY ACRYLIC Bahan Hias Tasbih Blink Bahan Craft Handmade DIY,8,0,2,,0,8500.0,8500.0,8500.0,0,0,,https://shopee.co.id/CIRCLE-STARRY-ACRYLIC-Bahan-Hias-Tasbih-Blink-Bahan-Craft-Handmade-DIY-i.16545975.10575290050
16545975,craft_loverz,KAB. TABANAN,3277974253,MINI BOW JELLY RESIN Pita Mini Bahan Hias Tasbih Digital Tasbih Blink Nail Art Scrapbook Handmade,7,1,10,Tidak Ada Merek,6,12000.0,12000.0,12000.0,0,0,,https://shopee.co.id/MINI-BOW-JELLY-RESIN-Pita-Mini-Bahan-Hias-Tasbih-Digital-Tasbih-Blink-Nail-Art-Scrapbook-Handmade-i.16545975.3277974253
16545975,craft_loverz,KAB. TABANAN,9880954566,10pcs BIG BOW CRYSTAL Bahan Hias Tasbih Blink Tasbih Digital Bahan Craft Handmade DIY,2,1,10,,1,7000.0,7000.0,7000.0,0,0,,https://shopee.co.id/10pcs-BIG-BOW-CRYSTAL-Bahan-Hias-Tasbih-Blink-Tasbih-Digital-Bahan-Craft-Handmade-DIY-i.16545975.9880954566
16545975,craft_loverz,KAB. TABANAN,9880943016,25pcs MINI NEMOPHILA FLOWER PEARL Ukuran Mini Hiasan Tasbih Digital Nail Art Bahan Craft Handmade,28,0,17,,3,13500.0,13500.0,13500.0,0,0,,https://shopee.co.id/25pcs-MINI-NEMOPHILA-FLOWER-PEARL-Ukuran-Mini-Hiasan-Tasbih-Digital-Nail-Art-Bahan-Craft-Handmade-i.16545975.9880943016
16545975,craft_loverz,KAB. TABANAN,6903695262,PAKET MEDIUM HALF PEARL BLINK 3MM Mutiara Belah Bahan Craft Handmade Bahan Nail Art Tasbih Digital,13,0,15,Tidak Ada Merek,9,50000.0,50000.0,50000.0,0,0,,https://shopee.co.id/PAKET-MEDIUM-HALF-PEARL-BLINK-3MM-Mutiara-Belah-Bahan-Craft-Handmade-Bahan-Nail-Art-Tasbih-Digital-i.16545975.6903695262
16545975,craft_loverz,KAB. TABANAN,5677836330,MINI HEPATICA JELLY RESIN Bunga Mini Resin Bahan Tasbih Hias Tasbih Blink Bahan Kreasi Handmade DIY,1,0,19,Tidak Ada Merek,0,12000.0,12000.0,12000.0,0,0,,https://shopee.co.id/MINI-HEPATICA-JELLY-RESIN-Bunga-Mini-Resin-Bahan-Tasbih-Hias-Tasbih-Blink-Bahan-Kreasi-Handmade-DIY-i.16545975.5677836330
69117662,yoginijewelry,KAB. BADUNG,1187701957,Tasbih Kalung Japamala Rudraksha / Jenitri Mukhi 4 Batu Kecubung & Kristal Amethyst,7,0,3,Tidak Ada Merek,8,249000.0,249000.0,249000.0,0,0,,https://shopee.co.id/Tasbih-Kalung-Japamala-Rudraksha---Jenitri-Mukhi-4-Batu-Kecubung-&-Kristal-Amethyst-i.69117662.1187701957
29272013,akaofficialshop,KOTA DENPASAR,8470719088,HAMPERS KADO ULTAH - PERNIKAHAN SINGLE GIFT BOX SET AL QUR'AN SAJADAH TASBIH - HADIAH ULANG TAHUN,658,0,8,,5,54500.0,54500.0,74500.0,0,0,,https://shopee.co.id/HAMPERS-KADO-ULTAH---PERNIKAHAN-SINGLE-GIFT-BOX-SET-AL-QUR'AN-SAJADAH-TASBIH---HADIAH-ULANG-TAHUN-i.29272013.8470719088
16545975,craft_loverz,KAB. TABANAN,15836094749,10pcs BOW DOT RESIN Mini Resin Craft Bahan Hias Tasbih Digital Handmade,5,1,9,,0,12000.0,12000.0,12000.0,0,0,,https://shopee.co.id/10pcs-BOW-DOT-RESIN-Mini-Resin-Craft-Bahan-Hias-Tasbih-Digital-Handmade-i.16545975.15836094749
7088713,made_sukawati,KAB. GIANYAR,9259844829,Kalung bola kayu gaharu tasbih,84,0,16,,4,12000.0,12000.0,15000.0,0,0,,https://shopee.co.id/Kalung-bola-kayu-gaharu-tasbih-i.7088713.9259844829
16545975,craft_loverz,KAB. TABANAN,15209770561,MINI CIRCLE STAR ACRYLIC Bahan Hias Tasbih Blink Bahan Craft Handmade DIY,5,1,5,,0,5000.0,5000.0,5000.0,0,0,,https://shopee.co.id/MINI-CIRCLE-STAR-ACRYLIC-Bahan-Hias-Tasbih-Blink-Bahan-Craft-Handmade-DIY-i.16545975.15209770561
15656237,gexirandutz,KOTA DENPASAR,13422625889,Tasbih gelang 33 bj,198,1,2,,0,3600.0,3600.0,3600.0,0,0,,https://shopee.co.id/Tasbih-gelang-33-bj-i.15656237.13422625889
29272013,akaofficialshop,KOTA DENPASAR,8779813802,AL QURAN MINI SAKU FREE TASBIH TERMURAH - AL QURAN KECIL SAKU WARNA EMAS - GIFT BOX AL QURAN TASBIH,9628,0,3,,4,29900.0,29900.0,29900.0,0,0,,https://shopee.co.id/AL-QURAN-MINI-SAKU-FREE-TASBIH-TERMURAH---AL-QURAN-KECIL-SAKU-WARNA-EMAS---GIFT-BOX-AL-QURAN-TASBIH-i.29272013.8779813802
29272013,akaofficialshop,KOTA DENPASAR,3295882856,HAMPERS GIFT BOX KADO COWOK MURAH - PAKET KADO ULTAH PRIA SARUNG SAJADAH AL QURAN PECI RAJUT TASBIH,390,1,6,,10,69900.0,69900.0,119900.0,0,0,,https://shopee.co.id/HAMPERS-GIFT-BOX-KADO-COWOK-MURAH---PAKET-KADO-ULTAH-PRIA-SARUNG-SAJADAH-AL-QURAN-PECI-RAJUT-TASBIH-i.29272013.3295882856
16545975,craft_loverz,KAB. TABANAN,11782498847,25pcs LITTLE CAMELIA RESIN Mini Resin Ukuran Mini Bahan Hias Tasbih Digital Tasbih Blink Nail Art DIY,12,1,11,,1,11000.0,11000.0,11000.0,0,0,,https://shopee.co.id/25pcs-LITTLE-CAMELIA-RESIN-Mini-Resin-Ukuran-Mini-Bahan-Hias-Tasbih-Digital-Tasbih-Blink-Nail-Art-DIY-i.16545975.11782498847
754884589,rikyristakinza,KOTA DENPASAR,20309106133,"Tasbih kayu pinus isi 99 butir, 10 pembeli akan mendapatkan Bonus Parfum rol on",7,1,3,,0,60000.0,60000.0,60000.0,0,0,,"https://shopee.co.id/Tasbih-kayu-pinus-isi-99-butir,-10-pembeli-akan-mendapatkan-Bonus-Parfum-rol-on-i.754884589.20309106133"
16545975,craft_loverz,KAB. TABANAN,19501251384,25pcs MINI COLOUR JASMINE RESIN Mini Resin Craft Bahan Hias Tasbih Digital Handmade,4,1,9,,1,13000.0,13000.0,13000.0,0,0,,https://shopee.co.id/25pcs-MINI-COLOUR-JASMINE-RESIN-Mini-Resin-Craft-Bahan-Hias-Tasbih-Digital-Handmade-i.16545975.19501251384
16545975,craft_loverz,KAB. TABANAN,19411123258,25 pcs LITTLE ASTER RESIN Mini Resin Craft Bahan Hias Tasbih Digital Handmade,3,0,2,,0,11000.0,11000.0,11000.0,0,0,,https://shopee.co.id/25-pcs-LITTLE-ASTER-RESIN-Mini-Resin-Craft-Bahan-Hias-Tasbih-Digital-Handmade-i.16545975.19411123258
16545975,craft_loverz,KAB. TABANAN,17760535280,20pcs SIMPLE CLEAR BUTTERFLY RESIN Mini Resin Craft Bahan Hias Tasbih Digital Handmade,3,1,1,,2,12500.0,12500.0,12500.0,0,0,,https://shopee.co.id/20pcs-SIMPLE-CLEAR-BUTTERFLY-RESIN-Mini-Resin-Craft-Bahan-Hias-Tasbih-Digital-Handmade-i.16545975.17760535280
38145692,raja_haji,KOTA DENPASAR,17441481099,TASBIH BESI | TALLY COUNTER | COUNTER | ALAT PENGHITUNG,2,1,1,,0,35000.0,35000.0,35000.0,0,0,,https://shopee.co.id/TASBIH-BESI-|-TALLY-COUNTER-|-COUNTER-|-ALAT-PENGHITUNG-i.38145692.17441481099
312927599,bali_art85,KAB. BADUNG,17439446049,Tasbih Ganitri 108 butir 7mm Kop.Mukhi 9 dan Mukhi 10,9,1,1,,1,120000.0,120000.0,120000.0,0,0,,https://shopee.co.id/Tasbih-Ganitri-108-butir-7mm-Kop.Mukhi-9-dan-Mukhi-10-i.312927599.17439446049
16545975,craft_loverz,KAB. TABANAN,17365256236,3pcs CRYSTAL PEARL MINI DECO Bahan Hias Tasbih Digital Aksesoris Tasbih Blink Handmade DIY,18,1,2,,0,15000.0,15000.0,15000.0,0,0,,https://shopee.co.id/3pcs-CRYSTAL-PEARL-MINI-DECO-Bahan-Hias-Tasbih-Digital-Aksesoris-Tasbih-Blink-Handmade-DIY-i.16545975.17365256236
227809177,tasbiheart,KAB. TABANAN,17324151644,TASBIH DIGITAL SWAROVSKI TASBIH HIAS BLING KHUSUS WARNA PUTIH PELANGI,379,0,1,,0,8900.0,8900.0,37900.0,0,0,,https://shopee.co.id/TASBIH-DIGITAL-SWAROVSKI-TASBIH-HIAS-BLING-KHUSUS-WARNA-PUTIH-PELANGI-i.227809177.17324151644
754884589,rikyristakinza,KOTA DENPASAR,16973066465,Tasbih Buah pocok/ buah gebang/ Koka koka Jawa 9mm model donat gread A,13,0,1,,0,20000.0,20000.0,20000.0,0,0,,https://shopee.co.id/Tasbih-Buah-pocok--buah-gebang--Koka-koka-Jawa-9mm-model-donat-gread-A-i.754884589.16973066465
16545975,craft_loverz,KAB. TABANAN,16465256142,3pcs RHINESTONE SIMPLE BOW MINI DECO Bahan Hias Tasbih Digital Aksesoris Tasbih Blink Handmade DIY,12,0,2,,0,8500.0,8500.0,8500.0,0,0,,https://shopee.co.id/3pcs-RHINESTONE-SIMPLE-BOW-MINI-DECO-Bahan-Hias-Tasbih-Digital-Aksesoris-Tasbih-Blink-Handmade-DIY-i.16545975.16465256142
227809177,tasbiheart,KAB. TABANAN,16335494158,TASBIH DIGITAL SWAROVSKI TASBIH KRISTAL HANDMADE DIAMOND SERIES,326,1,3,,0,29900.0,29900.0,30900.0,0,0,,https://shopee.co.id/TASBIH-DIGITAL-SWAROVSKI-TASBIH-KRISTAL-HANDMADE-DIAMOND-SERIES-i.227809177.16335494158
227809177,tasbiheart,KAB. TABANAN,15764107193,TASBIH SWAROVSKI TASBIH DIGITAL HANDMADE HIAS SERI HITAM,189,0,2,,0,8900.0,8900.0,37900.0,0,0,,https://shopee.co.id/TASBIH-SWAROVSKI-TASBIH-DIGITAL-HANDMADE-HIAS-SERI-HITAM-i.227809177.15764107193
227809177,tasbiheart,KAB. TABANAN,15662987935,TASBIH DIGITAL HIAS TASBIH SWAROVSKI HANDMADE KHUSUS WARNA UNGU MUDA,379,1,1,,1,8900.0,8900.0,37900.0,0,0,,https://shopee.co.id/TASBIH-DIGITAL-HIAS-TASBIH-SWAROVSKI-HANDMADE-KHUSUS-WARNA-UNGU-MUDA-i.227809177.15662987935
754884589,rikyristakinza,KOTA DENPASAR,15386753144,Tasbih kayu gahru,5,1,3,,1,25000.0,25000.0,25000.0,0,0,,https://shopee.co.id/Tasbih-kayu-gahru-i.754884589.15386753144
16545975,craft_loverz,KAB. TABANAN,15345813363,PEARL LEAF CRYSTAL DECO Bahan Hias Tasbih Digital Tasbih Blink Aksesoris Tasbih Blink Handmade DIY,4,0,2,,1,7000.0,7000.0,7000.0,0,0,,https://shopee.co.id/PEARL-LEAF-CRYSTAL-DECO-Bahan-Hias-Tasbih-Digital-Tasbih-Blink-Aksesoris-Tasbih-Blink-Handmade-DIY-i.16545975.15345813363
16545975,craft_loverz,KAB. TABANAN,15282300491,25pcs LITTLE CARNATION RESIN Mini Resin Craft Bahan Hias Tasbih Digital Handmade,15,1,8,,2,11000.0,11000.0,11000.0,0,0,,https://shopee.co.id/25pcs-LITTLE-CARNATION-RESIN-Mini-Resin-Craft-Bahan-Hias-Tasbih-Digital-Handmade-i.16545975.15282300491
135620961,kripaacc,KAB. BADUNG,14819414775,TASBIH JAPA RUDRAKSA 7MM ISI 108 GRIT SUPER AA,499,1,1,,0,13500.0,13500.0,13500.0,45000.0,45000.0,70%,https://shopee.co.id/TASBIH-JAPA-RUDRAKSA-7MM-ISI-108-GRIT-SUPER-AA-i.135620961.14819414775
16545975,craft_loverz,KAB. TABANAN,14645811950,3pcs RIBBON LOVE LIONTIN MINI DECO Ukuran Mini Bahan Hias Tasbih Digital Tasbih Blink Handmade DIY,4,1,6,,0,9500.0,9500.0,9500.0,0,0,,https://shopee.co.id/3pcs-RIBBON-LOVE-LIONTIN-MINI-DECO-Ukuran-Mini-Bahan-Hias-Tasbih-Digital-Tasbih-Blink-Handmade-DIY-i.16545975.14645811950
227809177,tasbiheart,KAB. TABANAN,14562618946,TASBIH DIGITAL HIAS TALI KRISTAL CEKO NON LED,188,0,5,,0,8900.0,8900.0,11900.0,0,0,,https://shopee.co.id/TASBIH-DIGITAL-HIAS-TALI-KRISTAL-CEKO-NON-LED-i.227809177.14562618946
754884589,rikyristakinza,KOTA DENPASAR,14187179991,Cambuk Asmaul Husna/ Cemeti Amarasuli Tasbih/ Cambuk kayu hiasan dinding,3,0,1,,0,65500.0,65500.0,65500.0,0,0,,https://shopee.co.id/Cambuk-Asmaul-Husna--Cemeti-Amarasuli-Tasbih--Cambuk-kayu-hiasan-dinding-i.754884589.14187179991
190714438,shalom_kuta,KAB. BADUNG,7627140845,MUTIARA KILAP SINTETIS PLASTIK 6MM/BAHAN TASBIH MANIK BERAT ISI +-145 BUTIR 1STRING MUTSIN IMPORT,158,901,22697,Tidak Ada Merek,487,2400.0,2400.0,2400.0,0,0,,https://shopee.co.id/MUTIARA-KILAP-SINTETIS-PLASTIK-6MM-BAHAN-TASBIH-MANIK-BERAT-ISI-+-145-BUTIR-1STRING-MUTSIN-IMPORT-i.190714438.7627140845
190714438,shalom_kuta,KAB. BADUNG,6027140483,BATU MUTIARA KILAP 4M /BATU KERAJINAN / DIY / BAHAN TASBIH / MUTIARA SINTETIS / MANIK MANIK BULAT / BAHAN MANIK KEBAYA,14,639,11335,Tidak Ada Merek,203,2300.0,2300.0,2300.0,0,0,,https://shopee.co.id/BATU-MUTIARA-KILAP-4M--BATU-KERAJINAN---DIY---BAHAN-TASBIH---MUTIARA-SINTETIS---MANIK-MANIK-BULAT---BAHAN-MANIK-KEBAYA-i.190714438.6027140483
342383769,bali_jepun,KOTA DENPASAR,17705180103,Tasbih Digital Mini Tasbeh Elektrik LED,866,51,136,,5,6900.0,6900.0,6900.0,10000.0,10000.0,31%,https://shopee.co.id/Tasbih-Digital-Mini-Tasbeh-Elektrik-LED-i.342383769.17705180103
16545975,craft_loverz,KAB. TABANAN,7002933481,"10pcs PAPER BOX PACKAGING 7x8x2,5cm Box Tasbih Digital Box Tuspin Box Bross Dagu Kemasan Box Kertas",110,50,2245,Tidak Ada Merek,524,12000.0,12000.0,17000.0,0,0,,"https://shopee.co.id/10pcs-PAPER-BOX-PACKAGING-7x8x2,5cm-Box-Tasbih-Digital-Box-Tuspin-Box-Bross-Dagu-Kemasan-Box-Kertas-i.16545975.7002933481"
190714438,shalom_kuta,KAB. BADUNG,6826840048,MUTIARA KILAP SINTETIS PLASTIK 8MM/BAHAN TASBIH MANIK BERAT ISI +-100 BUTIR 1STRING MUTSIN IMPORT,99527,45,733,Tidak Ada Merek,74,3100.0,3100.0,3100.0,0,0,,https://shopee.co.id/MUTIARA-KILAP-SINTETIS-PLASTIK-8MM-BAHAN-TASBIH-MANIK-BERAT-ISI-+-100-BUTIR-1STRING-MUTSIN-IMPORT-i.190714438.6826840048
16545975,craft_loverz,KAB. TABANAN,1706245893,POMPOM STAR MINI DECO Bahan Hias Cincin Tasbih Blink Handmade DIY,151,38,1756,Tidak Ada Merek,150,6500.0,6500.0,6500.0,0,0,,https://shopee.co.id/POMPOM-STAR-MINI-DECO-Bahan-Hias-Cincin-Tasbih-Blink-Handmade-DIY-i.16545975.1706245893
16545975,craft_loverz,KAB. TABANAN,4603697868,CIRCLE RHINESTONE 5MM Mutiara Belah Bahan Craft Handmade Bahan Nail Art Tasbih Digital,123,32,397,Tidak Ada Merek,49,6000.0,6000.0,6000.0,0,0,,https://shopee.co.id/CIRCLE-RHINESTONE-5MM-Mutiara-Belah-Bahan-Craft-Handmade-Bahan-Nail-Art-Tasbih-Digital-i.16545975.4603697868
129639570,centralbeadskuta,KAB. BADUNG,5832317326,Mutsin 3mm - mutiara sintetis ukr 3mm / mutiara payet / payet bulat / manik payet / bahan tasbih,197,26,718,,72,4000.0,4000.0,4000.0,0,0,,https://shopee.co.id/Mutsin-3mm---mutiara-sintetis-ukr-3mm---mutiara-payet---payet-bulat---manik-payet---bahan-tasbih-i.129639570.5832317326
16545975,craft_loverz,KAB. TABANAN,815401903,CANDY RHINESTONE 3mm Bahan Hias Tasbih Digital Tasbih Blink Handmade DIY,570,25,4214,,204,7000.0,7000.0,13000.0,0,0,,https://shopee.co.id/CANDY-RHINESTONE-3mm-Bahan-Hias-Tasbih-Digital-Tasbih-Blink-Handmade-DIY-i.16545975.815401903
16545975,craft_loverz,KAB. TABANAN,11801618709,10pcs LUXURY BOW RESIN Pita Bahan Tasbih Blink Case Blink Bross Handmade DIY,2,23,246,Tidak Ada Merek,24,12000.0,12000.0,12000.0,0,0,,https://shopee.co.id/10pcs-LUXURY-BOW-RESIN-Pita-Bahan-Tasbih-Blink-Case-Blink-Bross-Handmade-DIY-i.16545975.11801618709
16545975,craft_loverz,KAB. TABANAN,147546885,LEM E6000 Lem E-6000 Lem Craft Lem Tasbih Digital Lem Case Blink Lem Rhinestone DIY,16,22,3026,,488,18000.0,18000.0,18000.0,0,0,,https://shopee.co.id/LEM-E6000-Lem-E-6000-Lem-Craft-Lem-Tasbih-Digital-Lem-Case-Blink-Lem-Rhinestone-DIY-i.16545975.147546885
16545975,craft_loverz,KAB. TABANAN,2711303317,10pcs PAPER BOX PACKAGING 11x4x3cm Box Tasbih Digital Box Tuspin Box Bross Dagu Kemasan Box Kertas,185,22,2595,Tidak Ada Merek,473,11500.0,11500.0,16500.0,0,0,,https://shopee.co.id/10pcs-PAPER-BOX-PACKAGING-11x4x3cm-Box-Tasbih-Digital-Box-Tuspin-Box-Bross-Dagu-Kemasan-Box-Kertas-i.16545975.2711303317
16545975,craft_loverz,KAB. TABANAN,4303693265,HALF PEARL BLINK 3mm Mutiara Belah Bahan Craft Handmade Bahan Nail Art Tasbih Digital,149,15,951,,50,9500.0,9500.0,18000.0,0,0,,https://shopee.co.id/HALF-PEARL-BLINK-3mm-Mutiara-Belah-Bahan-Craft-Handmade-Bahan-Nail-Art-Tasbih-Digital-i.16545975.4303693265
16545975,craft_loverz,KAB. TABANAN,344334636,CIRCLE DOT 10mm Bahan Hias Tombol Tengah Tasbih Digital Blink Tasbih Handmade,105,23,2107,Tidak Ada Merek,180,6000.0,6000.0,6000.0,0,0,,https://shopee.co.id/CIRCLE-DOT-10mm-Bahan-Hias-Tombol-Tengah-Tasbih-Digital-Blink-Tasbih-Handmade-i.16545975.344334636
16545975,craft_loverz,KAB. TABANAN,1233939975,10pcs METALIC MINI FIORE FLOWER Ukuran Mini Bahan Hias Tasbih Digital Nail Art,87,20,1275,,92,12000.0,12000.0,12000.0,0,0,,https://shopee.co.id/10pcs-METALIC-MINI-FIORE-FLOWER-Ukuran-Mini-Bahan-Hias-Tasbih-Digital-Nail-Art-i.16545975.1233939975
16545975,craft_loverz,KAB. TABANAN,2896748020,10pcs PAPER BOX PACKAGING 11x8x3cm Box Tasbih Digital Box Tuspin Box Handicraft Kemasan Box Kertas,95,19,1214,,452,13000.0,13000.0,22000.0,0,0,,https://shopee.co.id/10pcs-PAPER-BOX-PACKAGING-11x8x3cm-Box-Tasbih-Digital-Box-Tuspin-Box-Handicraft-Kemasan-Box-Kertas-i.16545975.2896748020
16545975,craft_loverz,KAB. TABANAN,1706262463,BOW TASSEL MINI DECO Bahan Hias Tasbih Blink Tasbih Digital Handmade DIY,41,19,817,Tidak Ada Merek,83,7500.0,7500.0,7500.0,0,0,,https://shopee.co.id/BOW-TASSEL-MINI-DECO-Bahan-Hias-Tasbih-Blink-Tasbih-Digital-Handmade-DIY-i.16545975.1706262463
16545975,craft_loverz,KAB. TABANAN,345446305,TASBIH DIGITAL Bahan Tasbih Digital Blink Tasbih Hias,6,13,2541,,67,7000.0,7000.0,7000.0,0,0,,https://shopee.co.id/TASBIH-DIGITAL-Bahan-Tasbih-Digital-Blink-Tasbih-Hias-i.16545975.345446305
117334542,265521.,KAB. GIANYAR,6568973775,Kalung Genitri 108 Biji - Kalung Rudraksha - Kalung Rudraksa - Kalung Jenitri - Kalung Tasbih - Biji Tasbih - Kalung Etnik - Kalung Unik - Kalung Biji - Kalung Bali - Kalung Meditasi - Kalung Yoga - Kalung Buddha - Kalung Agama,299755,13,264,,66,30000.0,30000.0,30000.0,0,0,,https://shopee.co.id/Kalung-Genitri-108-Biji---Kalung-Rudraksha---Kalung-Rudraksa---Kalung-Jenitri---Kalung-Tasbih---Biji-Tasbih---Kalung-Etnik---Kalung-Unik---Kalung-Biji---Kalung-Bali---Kalung-Meditasi---Kalung-Yoga---Kalung-Buddha---Kalung-Agama-i.117334542.6568973775
16545975,craft_loverz,KAB. TABANAN,5535369444,NEMOPHILA PEARL MINI DECO Bahan Hias Tasbih Digital Aksesoris Tasbih Blink Handmade DIY,37,12,94,Tidak Ada Merek,9,6000.0,6000.0,6000.0,0,0,,https://shopee.co.id/NEMOPHILA-PEARL-MINI-DECO-Bahan-Hias-Tasbih-Digital-Aksesoris-Tasbih-Blink-Handmade-DIY-i.16545975.5535369444
135620961,kripaacc,KAB. BADUNG,13060968192,TASBIH JAPA RUDRAKSA UKURAN 8MM ISI 108 SUPER/GRIT A,450,12,49,,3,13500.0,13500.0,13500.0,45000.0,45000.0,70%,https://shopee.co.id/TASBIH-JAPA-RUDRAKSA-UKURAN-8MM-ISI-108-SUPER-GRIT-A-i.135620961.13060968192
16545975,craft_loverz,KAB. TABANAN,15088444850,3pcs MINI DECO Bahan Hias Tasbih Digital Tasbih Blink Handmade DIY,306,12,12,,2,8500.0,8500.0,15000.0,0,0,,https://shopee.co.id/3pcs-MINI-DECO-Bahan-Hias-Tasbih-Digital-Tasbih-Blink-Handmade-DIY-i.16545975.15088444850
16545975,craft_loverz,KAB. TABANAN,7593297077,100pcs MINI CIRCLE BLINK ACRYLIC Ukuran Mini Bahan Hias Tombol Reset Tasbih Digital DIY Handmade,16,10,372,,90,5000.0,5000.0,5000.0,0,0,,https://shopee.co.id/100pcs-MINI-CIRCLE-BLINK-ACRYLIC-Ukuran-Mini-Bahan-Hias-Tombol-Reset-Tasbih-Digital-DIY-Handmade-i.16545975.7593297077
16545975,craft_loverz,KAB. TABANAN,16065257191,BUTTERFLY GARDEN MINI DECO Bahan Hias Tasbih Digital Aksesoris Tasbih Blink Handmade DIY,7,11,15,,2,6500.0,6500.0,6500.0,0,0,,https://shopee.co.id/BUTTERFLY-GARDEN-MINI-DECO-Bahan-Hias-Tasbih-Digital-Aksesoris-Tasbih-Blink-Handmade-DIY-i.16545975.16065257191
16545975,craft_loverz,KAB. TABANAN,3112862602,ROUND BLINK ACRYLIC 10MM Bahan Hias Tasbih Digital Bahan Kerajinan Handicraft DIY,213,10,1760,,112,6500.0,6500.0,12000.0,0,0,,https://shopee.co.id/ROUND-BLINK-ACRYLIC-10MM-Bahan-Hias-Tasbih-Digital-Bahan-Kerajinan-Handicraft-DIY-i.16545975.3112862602
227809177,tasbiheart,KAB. TABANAN,5817255503,TASBIH DIGITAL SWAROVSKI TASBIH BLING MICKEY SERIES,304,8,164,Tidak Ada Merek,128,23900.0,23900.0,27900.0,0,0,,https://shopee.co.id/TASBIH-DIGITAL-SWAROVSKI-TASBIH-BLING-MICKEY-SERIES-i.227809177.5817255503
16545975,craft_loverz,KAB. TABANAN,8045582055,10pcs PAPER BOX PACKAGING 15x8x3cm Box Tasbih Digital Box Tuspin Box Handicraft Kemasan Box Kertas,79,8,111,Tidak Ada Merek,105,14500.0,14500.0,23500.0,0,0,,https://shopee.co.id/10pcs-PAPER-BOX-PACKAGING-15x8x3cm-Box-Tasbih-Digital-Box-Tuspin-Box-Handicraft-Kemasan-Box-Kertas-i.16545975.8045582055
